Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
17-07-2018,AARTIDRUGS,EQ,527.8,531.9,531.9,522.65,524.05,525.05,526.9,9714,5.11832E+11,423,7550,0.7772
18-07-2018,AARTIDRUGS,EQ,525.05,526.6,537.5,525.25,533,531.85,532.57,12927,6.88451E+11,2025,7565,0.5852
19-07-2018,AARTIDRUGS,EQ,531.85,535.1,536.4,520,520.2,520.95,524.7,5356,2.81028E+11,559,3232,0.6034
20-07-2018,AARTIDRUGS,EQ,520.95,520.7,527,520,520,521.75,523.94,5263,2.75749E+11,538,2719,0.5166
23-07-2018,AARTIDRUGS,EQ,521.75,521.75,528,521.35,527,526.25,525.51,4456,2.34168E+11,550,3216,0.7217
24-07-2018,AARTIDRUGS,EQ,526.25,523,536.85,523,526,530.4,531.04,6939,3.68492E+11,477,4827,0.6956
25-07-2018,AARTIDRUGS,EQ,530.4,533.6,535,525.1,533,531.5,528.88,2618,1.3846E+11,361,1705,0.6513
26-07-2018,AARTIDRUGS,EQ,531.5,532.05,554,527.85,544.1,545.3,545.03,11946,6.51089E+11,997,6920,0.5793
27-07-2018,AARTIDRUGS,EQ,545.3,548.6,567,545.95,551.1,552.7,558.79,12211,6.82341E+11,920,7986,0.654
30-07-2018,AARTIDRUGS,EQ,552.7,553.2,567.65,553.2,561,560.45,561.96,5722,3.21551E+11,450,3542,0.619
31-07-2018,AARTIDRUGS,EQ,560.45,560,562.25,555.85,560,559.45,560.19,3569,1.99931E+11,344,2949,0.8263
01-08-2018,AARTIDRUGS,EQ,559.45,559.45,561.95,547.1,547.1,549.9,554.8,2546,1.41253E+11,322,1617,0.6351
02-08-2018,AARTIDRUGS,EQ,549.9,555,560.9,547.4,560.6,556.35,554,4592,2.54398E+11,435,1898,0.4133
03-08-2018,AARTIDRUGS,EQ,556.35,559.7,569.5,549,550.05,553.15,560.67,16159,9.05994E+11,928,7675,0.475
06-08-2018,AARTIDRUGS,EQ,553.15,558.3,560,550,553.4,552.25,555,7330,4.06817E+11,434,4961,0.6768
07-08-2018,AARTIDRUGS,EQ,552.25,552.75,557,551.9,552,553.4,554.65,20198,1.12028E+12,358,17912,0.8868
08-08-2018,AARTIDRUGS,EQ,553.4,555,557.1,550,552,553.6,554.92,13597,7.54522E+11,471,10463,0.7695
09-08-2018,AARTIDRUGS,EQ,553.6,554.8,563,551.1,556,555.2,557.71,41632,2.32188E+12,810,35764,0.8591
10-08-2018,AARTIDRUGS,EQ,555.2,555.2,558.6,545.5,546,551.15,553.67,18959,1.0497E+12,484,15284,0.8062
13-08-2018,AARTIDRUGS,EQ,551.15,548,589.95,547,570,567.15,569.67,168626,9.60611E+12,6094,40068,0.2376
14-08-2018,AARTIDRUGS,EQ,567.15,564.6,574,547.95,550,550.7,557.76,22335,1.24575E+12,1362,11872,0.5315
16-08-2018,AARTIDRUGS,EQ,550.7,550.85,554,540,545,545.65,547.64,11333,6.20639E+11,753,7067,0.6236
17-08-2018,AARTIDRUGS,EQ,545.65,549,555,545.4,550,549.25,551.56,14131,7.79408E+11,450,11302,0.7998
20-08-2018,AARTIDRUGS,EQ,549.25,552.8,552.8,545,547,549.2,549.14,10570,5.80446E+11,506,8692,0.8223
21-08-2018,AARTIDRUGS,EQ,549.2,554.5,554.5,545.15,550,547.6,548.29,10839,5.94288E+11,602,6617,0.6105
23-08-2018,AARTIDRUGS,EQ,547.6,547,557.75,547,547.5,549.85,550.56,29699,1.63511E+12,670,25557,0.8605
24-08-2018,AARTIDRUGS,EQ,549.85,550.25,552.4,545.3,548.5,546.65,547.46,7127,3.90175E+11,457,5295,0.7429
27-08-2018,AARTIDRUGS,EQ,546.65,550,557.55,547.75,550,549.5,552.8,26221,1.4495E+12,616,21549,0.8218
28-08-2018,AARTIDRUGS,EQ,549.5,552.8,555,543.2,547.5,547.4,549.19,10078,5.53471E+11,521,6694,0.6642
29-08-2018,AARTIDRUGS,EQ,547.4,547.4,550.7,543.5,545.9,544.8,547.15,12005,6.56856E+11,480,10070,0.8388
30-08-2018,AARTIDRUGS,EQ,544.8,548.1,554.75,545.45,547.7,547.9,550.91,19189,1.05713E+12,1115,12265,0.6392
31-08-2018,AARTIDRUGS,EQ,547.9,550,574,546.5,552,554.95,557.37,50210,2.79857E+12,1635,29213,0.5818
03-09-2018,AARTIDRUGS,EQ,554.95,559.4,572.5,558,566,567.2,567.35,58054,3.29367E+12,1638,40856,0.7038
04-09-2018,AARTIDRUGS,EQ,567.2,571.5,628,564.05,604.05,605.6,604.74,239262,1.44691E+13,10332,79810,0.3336
05-09-2018,AARTIDRUGS,EQ,605.6,608.55,611.95,586,595.2,596.25,600.13,50525,3.03215E+12,2541,19583,0.3876
06-09-2018,AARTIDRUGS,EQ,596.25,597,628,592,620,621.75,612.5,105344,6.45227E+12,4361,57729,0.548
07-09-2018,AARTIDRUGS,EQ,621.75,624,650,624,628,629.5,639.7,107915,6.90332E+12,4331,43327,0.4015
10-09-2018,AARTIDRUGS,EQ,629.5,632.8,639.05,620.65,621,622.15,631.66,26676,1.68501E+12,1397,14260,0.5346
11-09-2018,AARTIDRUGS,EQ,622.15,624.4,628.4,618,624.75,623.35,623.08,22732,1.41638E+12,997,16997,0.7477
12-09-2018,AARTIDRUGS,EQ,623.35,623.35,631.05,607.45,625,625.95,620.67,20063,1.24526E+12,1239,12805,0.6382
14-09-2018,AARTIDRUGS,EQ,625.95,626,664.9,626,641,640.5,652.73,82633,5.39371E+12,6469,30719,0.3718
17-09-2018,AARTIDRUGS,EQ,640.5,640,684,627.85,648,647,660.05,85982,5.67524E+12,5696,39975,0.4649
18-09-2018,AARTIDRUGS,EQ,647,647.5,659.9,625,628.1,629.45,641.15,42487,2.72404E+12,4290,21505,0.5062
19-09-2018,AARTIDRUGS,EQ,629.45,630.1,640,617,620.5,619.35,627.98,32201,2.02215E+12,4081,17293,0.537
21-09-2018,AARTIDRUGS,EQ,619.35,627,627,535.5,582,579.75,588.19,55146,3.24365E+12,3633,28261,0.5125
24-09-2018,AARTIDRUGS,EQ,579.75,587.95,594,575,580.9,577.85,583.63,24121,1.40777E+12,1165,18658,0.7735
25-09-2018,AARTIDRUGS,EQ,577.85,577.85,584.95,556.2,577.95,570.7,571.17,14417,8.23452E+11,870,8503,0.5898
26-09-2018,AARTIDRUGS,EQ,570.7,574.2,597.55,574.2,585,589.15,589.23,14398,8.4838E+11,865,9266,0.6436
27-09-2018,AARTIDRUGS,EQ,589.15,592,592.6,564.3,578.95,572.1,579.23,11911,6.89925E+11,1962,7449,0.6254
28-09-2018,AARTIDRUGS,EQ,572.1,575.55,579.9,540,550,549.25,559.93,16285,9.1185E+11,1218,11207,0.6882
01-10-2018,AARTIDRUGS,EQ,549.25,560,578,549.7,550.25,554.6,560.89,36460,2.04501E+12,2509,22091,0.6059
03-10-2018,AARTIDRUGS,EQ,554.6,555,573.25,555,561,563.7,564.54,11447,6.46234E+11,703,7417,0.6479
04-10-2018,AARTIDRUGS,EQ,563.7,558,558,542.55,553,554.45,551.65,30409,1.67751E+12,1412,21289,0.7001
05-10-2018,AARTIDRUGS,EQ,554.45,554.45,563.25,536,542.2,546.4,554.1,24933,1.38153E+12,3600,14860,0.596
08-10-2018,AARTIDRUGS,EQ,546.4,549,573.95,547.9,558,553.95,561.25,23088,1.29582E+12,1689,14399,0.6237
09-10-2018,AARTIDRUGS,EQ,553.95,557.3,571.95,555,562,560.55,563.59,17106,9.64081E+11,1682,5488,0.3208
10-10-2018,AARTIDRUGS,EQ,560.55,566.7,586.55,563.6,582,582.45,575.4,17560,1.0104E+12,1550,8715,0.4963
11-10-2018,AARTIDRUGS,EQ,582.45,570,574.8,555.2,568,568.85,563.74,17245,9.72164E+11,1214,8831,0.5121
12-10-2018,AARTIDRUGS,EQ,568.85,572,592.15,569.85,573,572.5,576.44,13513,7.78945E+11,834,8785,0.6501
15-10-2018,AARTIDRUGS,EQ,572.5,576,582.95,570.7,581,578.6,577.41,6531,3.77107E+11,544,3435,0.526
16-10-2018,AARTIDRUGS,EQ,578.6,578,589.9,576,578,580.95,584.02,8302,4.84857E+11,570,5054,0.6088
17-10-2018,AARTIDRUGS,EQ,580.95,584.5,587,567.6,576.2,576.35,579.02,11839,6.85497E+11,1267,6616,0.5588
19-10-2018,AARTIDRUGS,EQ,576.35,572.8,579.9,567.05,575,573.35,573.39,12270,7.03544E+11,996,7572,0.6171
22-10-2018,AARTIDRUGS,EQ,573.35,576.1,590,570.2,590,583.95,582.73,14846,8.65117E+11,1129,9640,0.6493
23-10-2018,AARTIDRUGS,EQ,583.95,581.95,609.4,568,576.85,576,585.3,22206,1.29971E+12,1569,13855,0.6239
24-10-2018,AARTIDRUGS,EQ,576,579.5,585.1,573,576.05,576.5,576.53,16342,9.42167E+11,774,12740,0.7796
25-10-2018,AARTIDRUGS,EQ,576.5,575,584.5,568.5,582.5,576.1,576.5,8945,5.15676E+11,705,5646,0.6312
26-10-2018,AARTIDRUGS,EQ,576.1,578.85,588.85,560,576,572.4,571.73,15727,8.99167E+11,1164,9473,0.6023
29-10-2018,AARTIDRUGS,EQ,572.4,575.9,595,571.55,583,581.2,583.12,13014,7.5887E+11,1305,6725,0.5168
30-10-2018,AARTIDRUGS,EQ,581.2,584,592.4,559.7,575,572.8,578.15,24081,1.39223E+12,1976,13862,0.5756
31-10-2018,AARTIDRUGS,EQ,572.8,578,598,574.75,594.9,591.45,586.73,11066,6.49273E+11,797,7539,0.6813
01-11-2018,AARTIDRUGS,EQ,591.45,594.95,607,594.95,605,605.2,602.9,13070,7.87996E+11,506,10555,0.8076
02-11-2018,AARTIDRUGS,EQ,605.2,604.35,619,557,570.1,569.8,580.03,63701,3.69486E+12,3471,28946,0.4544
05-11-2018,AARTIDRUGS,EQ,569.8,562.05,599.5,551.5,576,577.6,570.4,23673,1.35032E+12,1470,14593,0.6164
06-11-2018,AARTIDRUGS,EQ,577.6,581.1,581.1,570,578,577.35,575.94,11133,6.41198E+11,791,6589,0.5918
07-11-2018,AARTIDRUGS,EQ,577.35,586.45,586.45,566.05,574,573.15,577.6,7747,4.47463E+11,441,5909,0.7627
09-11-2018,AARTIDRUGS,EQ,573.15,575,581.05,570.55,575,575,578.47,65265,3.77537E+12,1276,61101,0.9362
12-11-2018,AARTIDRUGS,EQ,575,575,580.6,574.85,579.9,576.9,577.35,10002,5.77467E+11,702,6657,0.6656
13-11-2018,AARTIDRUGS,EQ,576.9,580.95,582,575.6,576,576.1,577.19,6033,3.48219E+11,329,4227,0.7006
14-11-2018,AARTIDRUGS,EQ,576.1,583,583,566.1,575,575,574.46,8404,4.82779E+11,559,6467,0.7695
15-11-2018,AARTIDRUGS,EQ,575,577,577,567.05,568,571.85,571.33,5203,2.97263E+11,477,3413,0.656
16-11-2018,AARTIDRUGS,EQ,571.85,568.45,573.4,560.1,571.5,570.05,568.5,18163,1.03256E+12,1846,15145,0.8338
19-11-2018,AARTIDRUGS,EQ,570.05,573,573.3,561,570,566,567.09,27754,1.57389E+12,1731,21262,0.7661
20-11-2018,AARTIDRUGS,EQ,566,567.95,567.95,475,554.95,546.5,528.99,124291,6.57488E+12,7177,65545,0.5274
21-11-2018,AARTIDRUGS,EQ,546.5,549.8,553.5,545,551,549.45,548.34,30329,1.66307E+12,1807,19128,0.6307
22-11-2018,AARTIDRUGS,EQ,549.45,551,553.9,546.15,550,549.6,549.43,12177,6.69046E+11,1166,9572,0.7861
26-11-2018,AARTIDRUGS,EQ,549.6,552.9,568,552.85,556,557.65,558.95,11992,6.70295E+11,648,7886,0.6576
27-11-2018,AARTIDRUGS,EQ,557.65,555.15,564.2,551.7,564,563.15,559.38,7575,4.23727E+11,393,6175,0.8152
28-11-2018,AARTIDRUGS,EQ,563.15,561.75,563,552.25,561.2,559.75,559.8,27366,1.53196E+12,1089,25540,0.9333
29-11-2018,AARTIDRUGS,EQ,559.75,562.45,564.95,550,553,552.75,555.16,58417,3.24309E+12,789,55874,0.9565
30-11-2018,AARTIDRUGS,EQ,552.75,556,556,546.05,550,552.95,550.16,40167,2.20982E+12,581,37204,0.9262
03-12-2018,AARTIDRUGS,EQ,552.95,551.6,566.75,549.5,565,564.9,554.5,10509,5.82723E+11,488,8585,0.8169
04-12-2018,AARTIDRUGS,EQ,564.9,568.3,568.3,562.05,567.95,565.1,565.19,10782,6.0939E+11,236,9132,0.847
05-12-2018,AARTIDRUGS,EQ,565.1,561.7,563.45,554.2,561,560.6,558.78,21949,1.22646E+12,1449,9925,0.4522
06-12-2018,AARTIDRUGS,EQ,560.6,557.25,562.95,555,562,559.7,558.75,4798,2.68088E+11,316,3183,0.6634
07-12-2018,AARTIDRUGS,EQ,559.7,558.9,569.95,558.5,569.95,566.1,562.36,5208,2.92878E+11,356,3816,0.7327
10-12-2018,AARTIDRUGS,EQ,566.1,564.35,564.35,555,555,559.5,558.78,13180,7.36474E+11,658,10554,0.8008
11-12-2018,AARTIDRUGS,EQ,559.5,555,564.75,552.05,560.05,561.1,560.31,3311,1.85518E+11,325,1891,0.5711
12-12-2018,AARTIDRUGS,EQ,561.1,561.6,563.8,556.6,559.8,559.5,559.04,16074,8.98603E+11,1089,12739,0.7925
13-12-2018,AARTIDRUGS,EQ,559.5,560.15,563.5,559.05,560,560,560.18,9875,5.5318E+11,828,8940,0.9053
14-12-2018,AARTIDRUGS,EQ,560,560,563,555.15,562.95,560.5,559.96,11016,6.16851E+11,2176,8755,0.7948
17-12-2018,AARTIDRUGS,EQ,560.5,560,571,560,570,566.1,564.3,5466,3.08445E+11,523,3521,0.6442
18-12-2018,AARTIDRUGS,EQ,566.1,565.55,567.85,560,565.15,565.5,563.99,10830,6.108E+11,2298,6999,0.6463
19-12-2018,AARTIDRUGS,EQ,565.5,566,574.3,560,560,563.75,567.24,12822,7.2732E+11,2040,7164,0.5587
20-12-2018,AARTIDRUGS,EQ,563.75,562.15,572.85,560.3,561.25,564.8,568.65,49889,2.83694E+12,2308,44662,0.8952
21-12-2018,AARTIDRUGS,EQ,564.8,561.5,567.4,560,565,564.3,564.53,12233,6.9059E+11,2535,9504,0.7769
24-12-2018,AARTIDRUGS,EQ,564.3,567.7,571,556,571,564.8,563.97,14560,8.21133E+11,2149,10136,0.6962
26-12-2018,AARTIDRUGS,EQ,564.8,567.8,579.5,558.15,572,574.4,565.72,4968,2.81048E+11,393,3057,0.6153
27-12-2018,AARTIDRUGS,EQ,574.4,574.95,575.95,563,569,567.6,566.33,10646,6.02914E+11,2224,6358,0.5972
28-12-2018,AARTIDRUGS,EQ,567.6,568.35,575.9,564.35,572.25,574.3,569.92,10283,5.86045E+11,1171,8263,0.8036
31-12-2018,AARTIDRUGS,EQ,574.3,575,582.35,568.85,575,576.65,575.39,5703,3.28146E+11,458,3413,0.5985
01-01-2019,AARTIDRUGS,EQ,576.65,576.65,579,570.35,579,575.65,575.13,3283,1.88815E+11,242,1701,0.5181
02-01-2019,AARTIDRUGS,EQ,575.65,577.3,577.3,571.05,575,575.1,574.89,4864,2.79628E+11,179,3859,0.7934
03-01-2019,AARTIDRUGS,EQ,575.1,572.95,578.5,571.6,575,575.2,574.81,3358,1.9302E+11,161,2398,0.7141
04-01-2019,AARTIDRUGS,EQ,575.2,574.95,577.95,563.05,576,572.4,573.58,5868,3.36577E+11,358,4281,0.7296
07-01-2019,AARTIDRUGS,EQ,572.4,575.15,582,572,579.05,580.1,578.76,4004,2.31736E+11,261,2427,0.6061
08-01-2019,AARTIDRUGS,EQ,580.1,583.6,585,580,583,583.2,583.04,5663,3.30173E+11,417,2625,0.4635
09-01-2019,AARTIDRUGS,EQ,583.2,586.7,586.7,580.95,585,585.15,585.28,6288,3.68025E+11,210,4990,0.7936
10-01-2019,AARTIDRUGS,EQ,585.15,583.5,594,582.65,594,590.8,588.26,8653,5.09017E+11,604,4707,0.544
11-01-2019,AARTIDRUGS,EQ,590.8,592.15,619,590.8,602.5,605.6,603.71,45435,2.74294E+12,1736,31930,0.7028
14-01-2019,AARTIDRUGS,EQ,605.6,605.9,648.6,605.9,618,619.75,630.57,139082,8.7701E+12,5105,26486,0.1904
15-01-2019,AARTIDRUGS,EQ,619.75,618,620,602.3,604.3,606.45,609.39,12945,7.88857E+11,885,7209,0.5569
16-01-2019,AARTIDRUGS,EQ,606.45,610,615.95,594.3,596.05,599.45,607.82,7302,4.43833E+11,632,4897,0.6706
17-01-2019,AARTIDRUGS,EQ,599.45,600.95,614.2,596.1,606,608.4,603.66,11848,7.15213E+11,942,6024,0.5084
18-01-2019,AARTIDRUGS,EQ,608.4,604.7,609.05,600,600,600.3,602.45,4537,2.73332E+11,362,2584,0.5695
21-01-2019,AARTIDRUGS,EQ,600.3,600.3,609.9,597.65,604,605.45,604.27,8093,4.89033E+11,364,6327,0.7818
22-01-2019,AARTIDRUGS,EQ,605.45,605.45,607,597.2,605,603.95,602.65,6563,3.95517E+11,475,4610,0.7024
23-01-2019,AARTIDRUGS,EQ,603.95,604,611.15,595,605.05,608.1,604.89,5450,3.29664E+11,562,3195,0.5862
24-01-2019,AARTIDRUGS,EQ,608.1,608.15,608.15,600,600,601.75,602.41,6200,3.73493E+11,461,3741,0.6034
25-01-2019,AARTIDRUGS,EQ,601.75,604.4,607.15,590,601.9,602,598.41,12774,7.64406E+11,1150,8517,0.6667
28-01-2019,AARTIDRUGS,EQ,602,598.15,598.15,581.05,590,589.8,589.49,6092,3.5912E+11,410,4864,0.7984
29-01-2019,AARTIDRUGS,EQ,589.8,586.25,587.75,580.05,586.35,585.35,584.92,6545,3.82829E+11,399,4698,0.7178
30-01-2019,AARTIDRUGS,EQ,585.35,582,608,571.5,590.3,591.25,581.36,19396,1.12761E+12,1235,13704,0.7065
31-01-2019,AARTIDRUGS,EQ,591.25,594.8,609,580,585.5,588.95,594.61,7932,4.71644E+11,762,4151,0.5233
01-02-2019,AARTIDRUGS,EQ,588.95,589.6,605,586.05,595,594.5,597.03,11255,6.71953E+11,802,8030,0.7135
04-02-2019,AARTIDRUGS,EQ,594.5,587.05,593.5,585.6,590,590.25,590.34,28916,1.70703E+12,484,26149,0.9043
05-02-2019,AARTIDRUGS,EQ,590.25,591.15,596.7,588.15,589,589.45,590.87,10781,6.37014E+11,295,8970,0.832
06-02-2019,AARTIDRUGS,EQ,589.45,591.6,593,571,593,590.15,589.31,38299,2.25699E+12,1474,34103,0.8904
07-02-2019,AARTIDRUGS,EQ,590.15,587.85,595,580.15,590.15,591.75,589.77,25314,1.49294E+12,893,21127,0.8346
08-02-2019,AARTIDRUGS,EQ,591.75,590.95,590.95,582.5,590,589.25,588.59,14097,8.29729E+11,772,10329,0.7327
11-02-2019,AARTIDRUGS,EQ,589.25,585.7,590,577,590,588.95,585.57,27893,1.63333E+12,1872,8728,0.3129
12-02-2019,AARTIDRUGS,EQ,588.95,587.75,587.75,551.3,583.8,580.15,570.59,14503,8.27527E+11,2063,6723,0.4636
13-02-2019,AARTIDRUGS,EQ,580.15,577,583.7,574.7,575.5,579.95,579.33,6768,3.92089E+11,688,4836,0.7145
14-02-2019,AARTIDRUGS,EQ,579.95,576.65,583.05,576.65,582.05,580.75,579.5,9158,5.30705E+11,387,8110,0.8856
15-02-2019,AARTIDRUGS,EQ,580.75,577.65,586.5,564,586.5,584.75,577.59,7219,4.16959E+11,548,4781,0.6623
18-02-2019,AARTIDRUGS,EQ,584.75,583,591.15,571.25,588.5,586.55,582.85,6027,3.51281E+11,380,4371,0.7252
19-02-2019,AARTIDRUGS,EQ,586.55,584.55,588,580.85,585,584.9,585.4,6993,4.09368E+11,408,6152,0.8797
20-02-2019,AARTIDRUGS,EQ,584.9,584.05,588.45,576.2,585,585.6,582.75,4001,2.33157E+11,499,2295,0.5736
21-02-2019,AARTIDRUGS,EQ,585.6,587.9,609,579.05,594.5,591.85,592.35,5643,3.34262E+11,689,3586,0.6355
22-02-2019,AARTIDRUGS,EQ,591.85,595.5,597.15,585.1,593.9,589.85,593.06,3535,2.09645E+11,438,2071,0.5859
25-02-2019,AARTIDRUGS,EQ,589.85,589.85,604.9,589,591.5,594.2,596.24,6284,3.74677E+11,630,3991,0.6351
26-02-2019,AARTIDRUGS,EQ,594.2,588,594.7,576,586.65,588.1,586.51,5363,3.14547E+11,546,2909,0.5424
27-02-2019,AARTIDRUGS,EQ,588.1,591.6,603,585.35,589.95,588.8,590.24,6406,3.7811E+11,494,4527,0.7067
28-02-2019,AARTIDRUGS,EQ,588.8,591.3,592.2,581,583.5,589.4,590.26,2346,1.38474E+11,181,1638,0.6982
01-03-2019,AARTIDRUGS,EQ,589.4,590,603.3,586.8,591,593.9,596.7,15244,9.09604E+11,935,11076,0.7266
05-03-2019,AARTIDRUGS,EQ,593.9,593,599.9,581.3,590,592.1,590.05,7944,4.68735E+11,637,4291,0.5402
06-03-2019,AARTIDRUGS,EQ,592.1,591,631.35,588.5,630,628.75,620.99,33275,2.06633E+12,1997,19716,0.5925
07-03-2019,AARTIDRUGS,EQ,628.75,633,640.5,624,637.95,634.65,632.41,15487,9.79415E+11,1134,7677,0.4957
08-03-2019,AARTIDRUGS,EQ,634.65,634,684,631,674,673.2,664.47,73146,4.86037E+12,3989,31397,0.4292
11-03-2019,AARTIDRUGS,EQ,673.2,677.4,707,649.35,657.9,665.05,687.88,162086,1.11496E+13,6573,57218,0.353
12-03-2019,AARTIDRUGS,EQ,665.05,662,677.55,649.95,663,661.9,664.57,35030,2.32799E+12,2617,14761,0.4214
13-03-2019,AARTIDRUGS,EQ,661.9,665.65,685,660.5,665,667.3,672.17,20967,1.40935E+12,1504,10380,0.4951
14-03-2019,AARTIDRUGS,EQ,667.3,669.7,672,659.05,669.7,669.8,668.08,27996,1.87036E+12,1132,21515,0.7685
15-03-2019,AARTIDRUGS,EQ,669.8,672.5,694.7,651.25,653.1,656.55,674.02,325221,2.19207E+13,9786,113982,0.3505
18-03-2019,AARTIDRUGS,EQ,656.55,665,668.85,656,659.9,657.8,661.91,67211,4.44874E+12,3986,45010,0.6697
19-03-2019,AARTIDRUGS,EQ,657.8,662.25,664.6,644.5,645,646.5,652.95,49419,3.22679E+12,3204,29228,0.5914
20-03-2019,AARTIDRUGS,EQ,646.5,660.95,675.5,652.55,653.5,657.1,661.77,87268,5.77518E+12,6337,30569,0.3503
22-03-2019,AARTIDRUGS,EQ,657.1,659.85,663.85,655.65,659.2,660.7,660.05,29183,1.92623E+12,2501,16550,0.5671
25-03-2019,AARTIDRUGS,EQ,660.7,662,672.5,658.4,669.5,666.05,667.51,64829,4.32737E+12,5232,41586,0.6415
26-03-2019,AARTIDRUGS,EQ,666.05,668.5,673.5,666.15,670,671.4,671.17,25325,1.69973E+12,1852,17922,0.7077
27-03-2019,AARTIDRUGS,EQ,671.4,672,677.7,655,662.8,662.3,665.45,59808,3.97992E+12,4733,33748,0.5643
28-03-2019,AARTIDRUGS,EQ,662.3,650,655,646.55,647.05,648.15,650.47,19709,1.28201E+12,1382,8957,0.4545
29-03-2019,AARTIDRUGS,EQ,648.15,648.15,650,633,638,637.3,640.26,12557,8.03979E+11,871,6410,0.5105
01-04-2019,AARTIDRUGS,EQ,637.3,637.3,639.4,625.5,628,628.25,629.55,16212,1.02062E+12,976,8502,0.5244
02-04-2019,AARTIDRUGS,EQ,628.25,628.05,628.05,616.6,617,618.95,619.98,11272,6.98845E+11,763,7547,0.6695
03-04-2019,AARTIDRUGS,EQ,618.95,619.55,629,618.95,621,621.5,623,9848,6.13526E+11,902,4518,0.4588
04-04-2019,AARTIDRUGS,EQ,621.5,626,628.95,616,625.5,621.5,619.61,9766,6.05112E+11,470,5921,0.6063
05-04-2019,AARTIDRUGS,EQ,621.5,621.5,645.3,616.05,635.4,634.95,635.51,22802,1.44908E+12,1646,6592,0.2891
08-04-2019,AARTIDRUGS,EQ,634.95,633,642.1,626.4,633,628.7,633.31,8318,5.26785E+11,839,3592,0.4318
09-04-2019,AARTIDRUGS,EQ,628.7,630,639.9,624.9,637,634.6,635.1,8602,5.46315E+11,459,5056,0.5878
10-04-2019,AARTIDRUGS,EQ,634.6,632.9,639.9,630,632.4,634.95,634.34,6449,4.09086E+11,530,3568,0.5533
11-04-2019,AARTIDRUGS,EQ,634.95,635,635.05,621.5,624.6,623.5,626.83,6008,3.76599E+11,657,3253,0.5414
12-04-2019,AARTIDRUGS,EQ,623.5,623.5,630.1,615.55,628,627.9,623.58,13267,8.27307E+11,841,6492,0.4893
15-04-2019,AARTIDRUGS,EQ,627.9,633,633,624.1,631,628.55,627.84,2913,1.82889E+11,253,1883,0.6464
16-04-2019,AARTIDRUGS,EQ,628.55,633.6,633.6,625,631.5,627.6,627.93,5051,3.17165E+11,307,3956,0.7832
18-04-2019,AARTIDRUGS,EQ,627.6,628,632.05,624.15,624.25,624.4,626.88,5482,3.43657E+11,218,4535,0.8273
22-04-2019,AARTIDRUGS,EQ,624.4,627,627,619,619,620.85,622.7,4633,2.88495E+11,299,3570,0.7706
23-04-2019,AARTIDRUGS,EQ,620.85,622.95,629.8,622,625.9,624.7,625.34,8183,5.11717E+11,823,5313,0.6493
24-04-2019,AARTIDRUGS,EQ,624.7,625.9,632.5,619.7,624.05,628.6,625.9,16170,1.01208E+12,1488,8903,0.5506
25-04-2019,AARTIDRUGS,EQ,628.6,629.95,629.95,621.6,624,624.05,625.32,3971,2.48315E+11,223,2995,0.7542
26-04-2019,AARTIDRUGS,EQ,624.05,621.6,627.95,621.6,625.9,625.3,625.38,7888,4.93299E+11,317,6547,0.83
30-04-2019,AARTIDRUGS,EQ,625.3,625.3,626.3,613.5,620,620.25,619.17,7237,4.48095E+11,483,5100,0.7047
02-05-2019,AARTIDRUGS,EQ,620.25,616.5,622,614,615,615.05,616.79,5124,3.16044E+11,347,3740,0.7299
03-05-2019,AARTIDRUGS,EQ,615.05,615.1,620,605,615,616.25,615.79,14459,8.90369E+11,793,10283,0.7112
06-05-2019,AARTIDRUGS,EQ,616.25,611.3,621,606,616,616.45,615.14,6617,4.07037E+11,344,4134,0.6248
07-05-2019,AARTIDRUGS,EQ,616.45,613.6,620.05,608.5,620,617.9,615.93,5375,3.31063E+11,342,3733,0.6945
08-05-2019,AARTIDRUGS,EQ,617.9,619.95,619.95,612.95,618.8,616.25,616.79,4934,3.04326E+11,298,3018,0.6117
09-05-2019,AARTIDRUGS,EQ,616.25,616.25,619.95,608.15,619.95,616.5,613.43,15846,9.72048E+11,540,12053,0.7606
10-05-2019,AARTIDRUGS,EQ,616.5,619.5,619.5,611.8,616,617.35,616.02,2955,1.82035E+11,193,1701,0.5756
13-05-2019,AARTIDRUGS,EQ,617.35,613.2,618.1,590,590.25,591.35,604.72,10045,6.07437E+11,669,6878,0.6847
14-05-2019,AARTIDRUGS,EQ,591.35,590.05,602,587,601.9,595.25,591.97,10201,6.03867E+11,679,7126,0.6986
15-05-2019,AARTIDRUGS,EQ,595.25,602.4,609.4,592,608,602.7,602.58,26123,1.57413E+12,1580,4789,0.1833
16-05-2019,AARTIDRUGS,EQ,602.7,606.95,607.6,585,585.1,586.75,589.6,9778,5.76515E+11,1107,3814,0.3901
17-05-2019,AARTIDRUGS,EQ,586.75,589.9,591.45,571.5,574,574.65,578.25,4910,2.83919E+11,587,2763,0.5627
20-05-2019,AARTIDRUGS,EQ,574.65,582,588.65,562,565,566.45,572.55,8454,4.84036E+11,797,4828,0.5711
21-05-2019,AARTIDRUGS,EQ,566.45,570.5,575.45,555.6,556.9,557.75,564.84,7087,4.00299E+11,694,3660,0.5164
22-05-2019,AARTIDRUGS,EQ,557.75,565.5,567.5,554,565.05,564.75,560.11,8144,4.56152E+11,516,5610,0.6889
